Filter Keyword,WOW Job title,WOW Industry,New Job Category,New Industry Category,Final job title,Final industry,"[=COUNTIF (B:B, B1055)>1]",,,Num of unique job title,93,Num of unique industry,38
,Captain & Servers,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,"Bartenders, Baristas, and Servers",Food & Beverage,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/Driver,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Barback/Junior Server,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,"Servers, Bartenders, Runners",Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,FOH Servers/Bartenders,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Line Cook/Servers/Bartenders/Kitchen Staff,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server and Bartender,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Servers and Counter People,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Servers/host,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Hostess/Servers/Busser/Bartenders,Food & Beverage,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Line Cook/Server/Porter,Food & Beverage,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Servers and Bartender,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/Cashier/Host/Hostess,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/Barista,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/Kitchen Staff,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/Waiter,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Barista/Servers,Food & Beverage,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Floor Manager/Servers/Bartender,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Waitresses/Servers/Bus Boy,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server Assistant,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/host/busser,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/Waitress,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Experienced Server,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Cashier/Server,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server/Front Counter/Cashier/Smoothie Barista,Food & Beverage,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,RESTAURANT SERVER AND KITCHEN STAFF (Edison),Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Servers & Bartenders,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
,Server ,Restaurants & Food Service,Server,Restaurants & Food Service,server,restaurants & food service,,,,,,,
Hair Stylist,Hair Stylist,Beauty,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hairstylist,Hair Salon,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hair Salon Assistant,Beauty / Salon,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hairstylist or Hair Assistant,Beauty,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hair Stylist Assistant,Beauty,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hairstylists,salon,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hair Colorist/Stylist,Beauty Salon,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hair Stylist/Colorist,Personal Care Services,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hairstylist/Colorist,Personal Care Services,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hair Assistant,Personal Care Services,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Experienced Hair Stylist ,Personal Care Services,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hair Stylist/Barber,Personal Care Services,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Hair Stylist/Assistant,Personal Care Services,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
,Salon Hair Assistant,Personal Care Services,Hair Stylist,Beauty and Personal Care,hair stylist,beauty and personal care,,,,,,,
Deli,Grill Deli Chef,,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Associate,Restaurants & Food Service,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Dish Washer / Deli Helper,Restaurants & Food Service,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Cashiers/Merchandisers/Produce Lead/Deli Lead/Frozen Lead/Grocery Lead/Health & Beauty and GM Lead/Front End Lead,Sales & Marketing,Deli Worker,Sales & Marketing,deli worker,sales & marketing,,,,,,,
,Deli man,Deli,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Worker - Part-time,Restaurants & Food Service,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Person,Food & Beverage,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Worker,Food & Beverage,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Help,Food & Beverage,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Luncheonette/Deli Help,Food & Beverage,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Counter,Food & Beverage,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Soft Serve/Deli Counter Service,Restaurants & Food Service,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Manager,Food & Beverage,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Worker and Cashier,Restaurants & Food Service,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli Team Member,Restaurants & Food Service,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Deli/Juice Bar Associate,Food & Beverage,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
,Receptionist/Deli Customer Service ,Restaurants & Food Service,Deli Worker,Restaurants & Food Service,deli worker,restaurants & food service,,,,,,,
Baker,Baker,,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Full Time Pastry Cook / Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Overnight Bread Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Early AM Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Bread Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Chef/Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Baker,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Cake Decorator/Baker,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Bakery Team Member,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Bakery Customer Service/Cake Decorator,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Head Baker,Restaurants & Food Service,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Experienced Overnight Bread Baker,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Baker/Cake Decorator,bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Bakery Associate,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Bakery Assistant / El Repostero,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Bakery Production and Packing Help,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Bakery Assistant,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Baker and Pastry Chef,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,AM Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Overnight Baker,Retail Stores,Baker,Retail,baker,retail,,,,,,,
Pastry,Full Time Pastry Cook / Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Cook,Restaurants & Food Service,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Assistant,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Chef ,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Chef/Baker,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Baker,Bakery,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Chef,Restaurants & Food Service,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Baker and Pastry Chef,Food & Beverage,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
,Pastry Cook/Plater,Restaurants & Food Service,Baker,Restaurants & Food Service,baker,restaurants & food service,,,,,,,
Receptionist,Turkish Speaking Front Desk Receptionist,Insurance Company,Receptionist,Insurance,receptionist,insurance,,,,,,,
,Dog Bather/Receptionist,Pet Care,Receptionist,Animal Services,receptionist,animal services,,,,,,,
,Receptionist,Healthcare,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Medical Receptionist,Optometry,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Salon Receptionist/Assistant,Beauty,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Fron Desk Receptionist,Pet Care,Receptionist,Animal Services,receptionist,animal services,,,,,,,
,Assistant/Reception,Healthcare,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Front Desk Receptionist,customer Service,Receptionist,Sports & Leisure,receptionist,sports & leisure,,,,,,,
,Salon Receptionist,Personal Care,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Veterinary receptionist/Assistant,Veterinary,Receptionist,Animal Services,receptionist,animal services,,,,,,,
,Front Office Clerk/Receptionist,Beauty,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Office Receptionist,Healthcare,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Dental Receptionist,Healthcare,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Receptionist/Deli Customer Service ,Restaurants & Food Service,Receptionist,Restaurants & Food Service,receptionist,restaurants & food service,,,,,,,
,Receptionist ,Wellness,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Receptionist/Front Desk Coordinator,"Advertising, PR & Marketing",Receptionist,"Advertising, PR & Marketing",receptionist,"advertising, pr & marketing",,,,,,,
Front Desk,Turkish Speaking Front Desk Receptionist,Insurance Company,Receptionist,Insurance,receptionist,insurance,,,,,,,
,Salon Front Desk Associate ,Hair Salon,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Front Desk Customer Care & Sales,Hair Salon,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Front Desk/Customer Service,Pet Care,Receptionist,Animal Services,receptionist,animal services,,,,,,,
,Luxury Medical Spa Front Desk Agent,Spa ,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Front Desk Associate,Anodizing service,Receptionist,Manufacturing and Production,receptionist,manufacturing and production,,,,,,,
,Front Desk Receptionist,customer Service,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Front Desk,Restaurants & Food Service,Receptionist,Restaurants & Food Service,receptionist,restaurants & food service,,,,,,,
,Front Desk Clerk,Personal care,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Front Desk Personnel,Personal Care Services ,Receptionist,Beauty and Personal Care,receptionist,beauty and personal care,,,,,,,
,Receptionist/Front Desk Coordinator,"Advertising, PR & Marketing",Receptionist,"Advertising, PR & Marketing",receptionist,"advertising, pr & marketing",,,,,,,
Customer Service,Customer service,Clothes,Receptionist,Staffing & Recruiting,receptionist,staffing & recruiting,,,,,,,
,Remote Customer Service Rep,Clothes,Receptionist,Staffing & Recruiting,receptionist,staffing & recruiting,,,,,,,
,Customer Services,Cleaning,Receptionist,Facilities Services,receptionist,facilities services,,,,,,,
,Customer Service Generalist,Food & Beverage,Receptionist,Restaurants & Food Service,receptionist,restaurants & food service,,,,,,,
,Customer Service Specialist,Pharmaceuticals,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Customer Service/Sales Advisor,Healthcare,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
,Customer Service Rep,Healthcare,Receptionist,Healthcare,receptionist,healthcare,,,,,,,
